"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email","category_id-2","category","subcategory_id-2","subcategory"
663,6063,"Hayes Group","Implemented even-keeled standardization","$5,500.00","$8,964.00","successful",191,"US","USD","2020-10-11","2021-07-04","cat5","subcat5",6063,"Lore","Delaunay","lore.delaunay@yahoo.com","cat5","film & video","subcat5","documentary"
167,2404,"White, Pena and Calhoun","Quality-focused asymmetric adapter","$9,100.00","$1,843.00","failed",41,"US","USD","2020-11-21","2021-11-18","cat4","subcat4",2404,"Enzio","Campos","enzio.campos@tim.it","cat4","theater","subcat4","plays"
3143,2705,"Bryant-Pope","Networked intangible help-desk","$38,200.00","$121,950.00","successful",3934,"US","USD","2021-02-04","2021-08-06","cat7","subcat12",2705,"Walther","Duarte","walther.duarte@web.de","cat7","games","subcat12","video games"
1571,5059,"Gates, Li and Thompson","Synchronized attitude-oriented frame","$1,800.00","$8,621.00","successful",80,"CA","CAD","2020-08-19","2021-04-27","cat4","subcat4",5059,"Adelgunde","Trevisan","adelgunde.trevisan@gmail.com","cat4","theater","subcat4","plays"
1216,5466,"King-Morris","Proactive incremental architecture","$154,500.00","$30,215.00","canceled",296,"US","USD","2020-11-27","2021-06-29","cat4","subcat4",5466,"Thierry","Schwartz","thierry.schwartz@travaglio.net","cat4","theater","subcat4","plays"
237,5821,"Carter, Cole and Curtis","Cloned responsive standardization","$5,800.00","$11,539.00","successful",462,"US","USD","2020-09-08","2021-04-12","cat3","subcat3",5821,"Katie","Andersen","katie.andersen@haney.com.au","cat3","technology","subcat3","web"
1524,5385,"Sanchez-Parsons","Reduced bifurcated pricing structure","$1,800.00","$14,310.00","successful",179,"US","USD","2020-08-26","2021-08-05","cat5","subcat7",5385,"Kathy","Zamorani","kathy.zamorani@hotmail.com","cat5","film & video","subcat7","drama"
218,3506,"Rivera-Pearson","Re-engineered asymmetric challenge","$70,200.00","$35,536.00","failed",523,"AU","AUD","2021-02-21","2021-03-13","cat5","subcat7",3506,"Giuseppina","Tanguy","giuseppina.tanguy@wanadoo.fr","cat5","film & video","subcat7","drama"
2508,5427,"Ramirez, Padilla and Barrera","Diverse client-driven conglomeration","$6,400.00","$3,676.00","failed",141,"GB","GBP","2021-02-26","2021-05-02","cat4","subcat4",5427,"Jack","Klapp","jack.klapp@hotmail.com.au","cat4","theater","subcat4","plays"
1873,6142,"Riggs Group","Configurable upward-trending solution","$125,900.00","$195,936.00","successful",1866,"GB","GBP","2021-01-30","2021-06-11","cat5","subcat20",6142,"Tom","Leconte","tom.leconte@woods-johnson.com","cat5","film & video","subcat20","television"
1378,2873,"Clements Ltd","Persistent bandwidth-monitored framework","$3,700.00","$1,343.00","failed",52,"US","USD","2020-07-07","2021-07-27","cat8","subcat15",2873,"Bonnie","Cignaroli","bonnie.cignaroli@yahoo.com","cat8","photography","subcat15","photography books"
2488,3916,"Cooper Inc","Polarized discrete product","$3,600.00","$2,097.00","live",27,"GB","GBP","2020-11-13","2021-03-21","cat5","subcat13",3916,"Danny","Farrell","danny.farrell@hotmail.com","cat5","film & video","subcat13","shorts"
2924,1687,"Jones-Gonzalez","Seamless dynamic website","$3,800.00","$9,021.00","successful",156,"CH","CHF","2020-06-16","2021-01-24","cat6","subcat16",1687,"Fiorenzo","Bauer","fiorenzo.bauer@gmail.com","cat6","publishing","subcat16","radio & podcasts"
316,1542,"Fox Ltd","Extended multimedia firmware","$35,600.00","$20,915.00","failed",225,"AU","AUD","2020-11-18","2021-11-16","cat4","subcat4",1542,"Randy","Alfieri","randy.alfieri@verri.org","cat4","theater","subcat4","plays"
531,3087,"Green, Murphy and Webb","Versatile directional project","$5,300.00","$9,676.00","successful",255,"US","USD","2020-09-03","2021-04-30","cat5","subcat11",3087,"Tim","Bradley","tim.bradley@schlosser.de","cat5","film & video","subcat11","animation"
435,3857,"Stevenson PLC","Profound directional knowledge user","$160,400.00","$1,210.00","failed",38,"US","USD","2021-02-19","2021-07-23","cat3","subcat3",3857,"Yves","Mendez","yves.mendez@gmail.com","cat3","technology","subcat3","web"
1381,5921,"Soto-Anthony","Ameliorated logistical capability","$51,400.00","$90,440.00","successful",2261,"US","USD","2020-10-13","2021-02-22","cat2","subcat22",5921,"Raffaella","Esquivel","raffaella.esquivel@gmail.com","cat2","music","subcat22","world music"
2606,3144,"Wise and Sons","Sharable discrete definition","$1,700.00","$4,044.00","successful",40,"US","USD","2020-07-15","2021-07-29","cat4","subcat4",3144,"Lawrence","Vasari","lawrence.vasari@castillo.edu","cat4","theater","subcat4","plays"
2402,2676,"Butler-Barr","User-friendly next generation core","$39,400.00","$192,292.00","successful",2289,"IT","EUR","2021-12-08","2022-01-01","cat4","subcat4",2676,"Sam","Adams","sam.adams@yahoo.com","cat4","theater","subcat4","plays"
761,3646,"Wilson, Jefferson and Anderson","Profit-focused empowering system engine","$3,000.00","$6,722.00","successful",65,"US","USD","2020-12-17","2021-07-03","cat4","subcat4",3646,"Mirco","Nicolini","mirco.nicolini@blin.net","cat4","theater","subcat4","plays"
1447,1321,"Brown-Oliver","Synchronized cohesive encoding","$8,700.00","$1,577.00","failed",15,"US","USD","2021-11-23","2021-12-06","cat1","subcat1",1321,"Graham","Bajardi","graham.bajardi@yahoo.com","cat1","food","subcat1","food trucks"
1724,1399,"Davis-Gardner","Synergistic dynamic utilization","$7,200.00","$3,301.00","failed",37,"US","USD","2020-04-21","2021-04-24","cat4","subcat4",1399,"Luc","Quinn","luc.quinn@walker.com","cat4","theater","subcat4","plays"
1050,3169,"Dawson Group","Triple-buffered bi-directional model","$167,400.00","$196,386.00","successful",3777,"IT","EUR","2021-03-07","2021-03-22","cat3","subcat3",3169,"Stella","Ullrich","stella.ullrich@hotmail.com.au","cat3","technology","subcat3","web"
443,2058,"Turner-Terrell","Polarized tertiary function","$5,500.00","$11,952.00","successful",184,"GB","GBP","2020-10-14","2021-06-06","cat4","subcat4",2058,"Calcedonio","Remy","calcedonio.remy@edwards-benton.com","cat4","theater","subcat4","plays"
974,1300,"Hall, Buchanan and Benton","Configurable fault-tolerant structure","$3,500.00","$3,930.00","successful",85,"US","USD","2021-08-05","2022-01-02","cat4","subcat4",1300,"Nanni","Almaraz","nanni.almaraz@martin.com","cat4","theater","subcat4","plays"
534,2075,"Lowery, Hayden and Cruz","Digitized 24/7 budgetary management","$7,900.00","$5,729.00","failed",112,"US","USD","2021-06-03","2021-06-18","cat4","subcat4",2075,"Pascual","Corradi","pascual.corradi@lopez.net.au","cat4","theater","subcat4","plays"
289,2984,"Mora, Miller and Harper","Stand-alone zero tolerance algorithm","$2,300.00","$4,883.00","successful",144,"US","USD","2021-01-31","2021-06-07","cat2","subcat2",2984,"Kristi","Grant","kristi.grant@yahoo.co.uk","cat2","music","subcat2","rock"
2046,4768,"Espinoza Group","Implemented tangible support","$73,000.00","$175,015.00","successful",1902,"US","USD","2021-01-29","2021-07-16","cat4","subcat4",4768,"Manuel","Gracia","manuel.gracia@trussardi.eu","cat4","theater","subcat4","plays"
2614,3682,"Davis, Crawford and Lopez","Reactive radical framework","$6,200.00","$11,280.00","successful",105,"US","USD","2020-12-26","2021-04-22","cat4","subcat4",3682,"Gionata","Hussain","gionata.hussain@yahoo.com","cat4","theater","subcat4","plays"
2652,5901,"Richards, Stevens and Fleming","Object-based full-range knowledge user","$6,100.00","$10,012.00","successful",132,"US","USD","2021-02-11","2021-06-13","cat4","subcat4",5901,"Maria","Nguyen","maria.nguyen@hernadez.com","cat4","theater","subcat4","plays"
1303,3540,"Brown Ltd","Enhanced composite contingency","$103,200.00","$1,690.00","failed",21,"US","USD","2020-09-08","2021-01-11","cat4","subcat4",3540,"Leon","Baker","leon.baker@hotmail.com","cat4","theater","subcat4","plays"
2638,2225,"Tapia, Sandoval and Hurley","Cloned fresh-thinking model","$171,000.00","$84,891.00","canceled",976,"US","USD","2021-11-08","2022-01-26","cat5","subcat5",2225,"Gianmarco","Alcaraz","gianmarco.alcaraz@zacchia.net","cat5","film & video","subcat5","documentary"
2865,1485,"Allen Inc","Total dedicated benchmark","$9,200.00","$10,093.00","successful",96,"US","USD","2020-07-20","2021-04-25","cat6","subcat14",1485,"Derrick","Little","derrick.little@small.org","cat6","publishing","subcat14","fiction"
640,5343,"Williams, Johnson and Campbell","Streamlined human-resource Graphic Interface","$7,800.00","$3,839.00","failed",67,"US","USD","2020-09-14","2021-04-07","cat7","subcat12",5343,"Terry","Ramirez","terry.ramirez@hotmail.co.uk","cat7","games","subcat12","video games"
910,5594,"Wiggins Ltd","Upgradable analyzing core","$9,900.00","$6,161.00","live",66,"CA","CAD","2021-04-27","2021-11-24","cat3","subcat3",5594,"Katarina","Clarke","katarina.clarke@hotmail.com.au","cat3","technology","subcat3","web"
333,2482,"Luna-Horne","Profound exuding pricing structure","$43,000.00","$5,615.00","failed",78,"US","USD","2020-05-18","2021-05-17","cat4","subcat4",2482,"Leila","Washington","leila.washington@gmail.com","cat4","theater","subcat4","plays"
1722,2706,"Allen Inc","Horizontal optimizing model","$9,600.00","$6,205.00","failed",67,"AU","AUD","2021-03-14","2021-06-20","cat4","subcat4",2706,"Mirko","Townsend","mirko.townsend@schmitt.com","cat4","theater","subcat4","plays"
1437,4861,"Peterson, Gonzalez and Spencer","Synchronized fault-tolerant algorithm","$7,500.00","$11,969.00","successful",114,"US","USD","2020-09-16","2021-07-10","cat1","subcat1",4861,"Randall","Connolly","randall.connolly@jovinelli-castelli.com","cat1","food","subcat1","food trucks"
806,2961,"Walter Inc","Streamlined 5thgeneration intranet","$10,000.00","$8,142.00","failed",263,"AU","AUD","2020-12-20","2021-01-31","cat8","subcat15",2961,"Pia","Burgess","pia.burgess@proyectos.org","cat8","photography","subcat15","photography books"
1563,3043,"Sanders, Farley and Huffman","Cross-group clear-thinking task-force","$172,000.00","$55,805.00","failed",1691,"US","USD","2021-04-08","2021-12-18","cat8","subcat15",3043,"Justine","Mancini","justine.mancini@tiscali.it","cat8","photography","subcat15","photography books"
878,6103,"Hall, Holmes and Walker","Public-key bandwidth-monitored intranet","$153,700.00","$15,238.00","failed",181,"US","USD","2021-02-17","2021-06-05","cat4","subcat4",6103,"Reynaldo","Wagenknecht","reynaldo.wagenknecht@faure.com","cat4","theater","subcat4","plays"
2968,4708,"Smith-Powell","Upgradable clear-thinking hardware","$3,600.00","$961.00","failed",13,"US","USD","2021-09-09","2021-10-21","cat4","subcat4",4708,"Toni","Magrassi","toni.magrassi@gmail.com","cat4","theater","subcat4","plays"
1876,4395,"Smith-Hill","Integrated holistic paradigm","$9,400.00","$5,918.00","canceled",160,"US","USD","2021-05-09","2021-06-18","cat5","subcat5",4395,"Patrizio","Cisneros","patrizio.cisneros@martinez.edu.au","cat5","film & video","subcat5","documentary"
2686,4912,"Wright LLC","Seamless clear-thinking conglomeration","$5,900.00","$9,520.00","successful",203,"US","USD","2021-02-22","2021-02-28","cat3","subcat3",4912,"Durante","Lindner","durante.lindner@picard.fr","cat3","technology","subcat3","web"
513,2030,"Williams, Orozco and Gomez","Persistent content-based methodology","$100.00","$5.00","failed",1,"US","USD","2021-04-22","2021-08-20","cat4","subcat4",2030,"Rosl","Lamborghini","rosl.lamborghini@hiller.net","cat4","theater","subcat4","plays"
3165,5235,"Peterson Ltd","Re-engineered 24hour matrix","$14,500.00","$159,056.00","successful",1559,"US","USD","2020-04-26","2021-02-28","cat2","subcat2",5235,"Ugo","Harrison","ugo.harrison@morley-chapman.co.uk","cat2","music","subcat2","rock"
1847,5001,"Cummings-Hayes","Virtual multi-tasking core","$145,500.00","$101,987.00","canceled",2266,"US","USD","2020-07-20","2021-07-24","cat5","subcat5",5001,"Isidor","Carpenter","isidor.carpenter@chauvin.com","cat5","film & video","subcat5","documentary"
1994,4093,"Boyle Ltd","Streamlined fault-tolerant conglomeration","$3,300.00","$1,980.00","failed",21,"US","USD","2021-03-07","2021-09-06","cat5","subcat23",4093,"Marie","Zoppetto","marie.zoppetto@kallert.de","cat5","film & video","subcat23","science fiction"
201,2576,"Henderson, Parker and Diaz","Enterprise-wide client-driven policy","$42,600.00","$156,384.00","successful",1548,"AU","AUD","2021-07-19","2021-12-03","cat3","subcat3",2576,"Branko","Chambers","branko.chambers@ifrance.com","cat3","technology","subcat3","web"
960,6122,"Moss-Obrien","Function-based next generation emulation","$700.00","$7,763.00","successful",80,"US","USD","2021-04-20","2021-05-15","cat4","subcat4",6122,"Alan","Pineda","alan.pineda@proyectos.info","cat4","theater","subcat4","plays"
1475,2813,"Wood Inc","Re-engineered composite focus group","$187,600.00","$35,698.00","failed",830,"US","USD","2020-08-17","2021-08-05","cat5","subcat23",2813,"Carmen","Oestrovsky","carmen.oestrovsky@gmail.com","cat5","film & video","subcat23","science fiction"
3149,3737,"Riley, Cohen and Goodman","Profound mission-critical function","$9,800.00","$12,434.00","successful",131,"US","USD","2020-08-17","2021-04-06","cat4","subcat4",3737,"Shane","Fernandez","shane.fernandez@hotmail.de","cat4","theater","subcat4","plays"
877,2803,"Green, Robinson and Ho","De-engineered zero-defect open system","$1,100.00","$8,081.00","successful",112,"US","USD","2021-07-15","2021-10-04","cat5","subcat11",2803,"Debbie","Guilbert","debbie.guilbert@berg.edu","cat5","film & video","subcat11","animation"
2122,5508,"Black-Graham","Operative hybrid utilization","$145,000.00","$6,631.00","failed",130,"US","USD","2021-09-17","2021-10-03","cat6","subcat19",5508,"Vito","Dossi","vito.dossi@hotmail.co.uk","cat6","publishing","subcat19","translations"
923,3850,"Robbins Group","Function-based interactive matrix","$5,500.00","$4,678.00","failed",55,"US","USD","2021-02-04","2021-03-07","cat3","subcat3",3850,"Evan","Schacht","evan.schacht@price.com","cat3","technology","subcat3","web"
1809,4220,"Mason, Case and May","Optimized content-based collaboration","$5,700.00","$6,800.00","successful",155,"US","USD","2021-04-18","2021-11-16","cat6","subcat19",4220,"Mandy","Weston","mandy.weston@free.fr","cat6","publishing","subcat19","translations"
3209,4532,"Harris, Russell and Mitchell","User-centric cohesive policy","$3,600.00","$10,657.00","successful",266,"US","USD","2021-01-21","2021-11-02","cat1","subcat1",4532,"Paulo","Zito","paulo.zito@nelson.biz","cat1","food","subcat1","food trucks"
1951,6013,"Rodriguez-Robinson","Ergonomic methodical hub","$5,900.00","$4,997.00","failed",114,"IT","EUR","2021-07-23","2021-11-25","cat8","subcat15",6013,"Alberto","Girschner","alberto.girschner@laboratorios.com","cat8","photography","subcat15","photography books"
2566,3396,"Peck, Higgins and Smith","Devolved disintermediate encryption","$3,700.00","$13,164.00","successful",155,"US","USD","2020-04-25","2021-03-28","cat4","subcat4",3396,"Giacomo","Bouvet","giacomo.bouvet@gmail.com","cat4","theater","subcat4","plays"
2925,4401,"Nunez-King","Phased clear-thinking policy","$2,200.00","$8,501.00","successful",207,"GB","GBP","2020-04-09","2021-03-05","cat2","subcat2",4401,"Ehrentraud","Puga","ehrentraud.puga@laboratorios.com","cat2","music","subcat2","rock"
3087,2981,"Davis and Sons","Seamless solution-oriented capacity","$1,700.00","$13,468.00","successful",245,"US","USD","2020-10-08","2021-08-23","cat4","subcat4",2981,"Cristian","Hale","cristian.hale@hotmail.co.uk","cat4","theater","subcat4","plays"
2040,4467,"Howard-Douglas","Organized human-resource attitude","$88,400.00","$121,138.00","successful",1573,"US","USD","2020-09-22","2021-04-06","cat2","subcat22",4467,"Lilija","Charles","lilija.charles@gmail.com","cat2","music","subcat22","world music"
1755,1377,"Gonzalez-White","Open-architected disintermediate budgetary management","$2,400.00","$8,117.00","successful",114,"US","USD","2020-12-21","2021-10-27","cat1","subcat1",1377,"Albert","Legendre","albert.legendre@lee.com","cat1","food","subcat1","food trucks"
965,5036,"Lopez-King","Multi-lateral radical solution","$7,900.00","$8,550.00","successful",93,"US","USD","2021-04-25","2021-09-11","cat4","subcat4",5036,"Marisa","Renaud","marisa.renaud@smith.org","cat4","theater","subcat4","plays"
2019,5761,"Glover-Nelson","Inverse context-sensitive info-mediaries","$94,900.00","$57,659.00","failed",594,"US","USD","2021-04-10","2021-05-18","cat4","subcat4",5761,"Sharon","Diallo","sharon.diallo@gmail.com","cat4","theater","subcat4","plays"
843,3699,"Garner and Sons","Versatile neutral workforce","$5,100.00","$1,414.00","failed",24,"US","USD","2020-09-17","2021-04-26","cat5","subcat20",3699,"Eduardo","Delattre","eduardo.delattre@lynch.net.au","cat5","film & video","subcat20","television"
1593,4519,"Sellers, Roach and Garrison","Multi-tiered systematic knowledge user","$42,700.00","$97,524.00","successful",1681,"US","USD","2020-12-18","2021-03-15","cat3","subcat3",4519,"Bernadette","Wang","bernadette.wang@gmail.com","cat3","technology","subcat3","web"
2494,5395,"Herrera, Bennett and Silva","Programmable multi-state algorithm","$121,100.00","$26,176.00","failed",252,"US","USD","2020-07-30","2021-05-04","cat4","subcat4",5395,"Dina","Gibbons","dina.gibbons@brewer.net","cat4","theater","subcat4","plays"
